Region,diet_group,Percentage,Date,age_group,grouping,mean_ghgs,mean_land,mean_watscar,mean_ghgs_ch4,mean_ghgs_n2o,mean_bio,mean_acid,mean_watuse,n_participants,Region_Population,Per_Person_GHGs,Scaled GHGs,Scaled Land Use
Midlands,fish,3,2022-04-01,50-59,fish_male_50-59,5142.355789303,6693.609079474,18449190.579349,834.246073905,330.226228599,253040.5656441,24151.16507942,792176.8306866,214.0,4934939,24.02969995001402,3557553.103248667,4630731.658465001
Midlands,fish,3,2022-04-01,60-69,fish_female_60-69,5103.822518681,6866.63521717,18922366.830964,879.670011677,336.023122898,258645.7589212,24455.23960965,819856.6042607,492.0,4934939,10.373623005449186,1535795.9022266518,2066245.4836576644
Midlands,fish,3,2022-04-01,60-69,fish_male_60-69,5153.8266806130005,7048.903698705,18767057.425435,865.62521819,343.165849005,259654.8954935,24005.80233145,799061.3245367,159.0,4934939,32.41400428058491,4798834.0161127625,6563379.201883689
Midlands,fish,3,2022-04-01,70-79,fish_female_70-79,4990.762890714,6874.727609523,18969983.047527,856.399301444,339.623117706,259346.5740337,23791.25870694,798688.3514766,195.0,4934939,25.593655849815384,3789093.912174962,5219440.214555665
Midlands,fish,3,2022-04-01,70-79,fish_male_70-79,5303.953641929,7391.856969142,19804958.474144,901.249895287,357.981550402,265899.5933381,24857.3075777,854706.0662992,68.0,4934939,77.99931826366176,11547656.3301827,16093395.54681205
Midlands,high_meat,72,2022-04-01,20-29,meat 100+_female_20-29,10191.268743064,20378.573320193,22092641.19835,2111.090371546,757.689990564,387390.0835552,43737.42749378,971149.334013,393.0,4934939,25.931981534513994,92140377.85580613,184244915.2528487
Midlands,high_meat,72,2022-04-01,20-29,meat 100+_male_20-29,12104.782205645,24338.7929863,24385455.83032,2584.397436414,917.295174966,452814.6113061,52156.12012213,1060965.9213279,132.0,4934939,91.7028954973106,325834700.6898738,655147956.6601
Midlands,high_meat,72,2022-04-01,20-29,meat <50_female_20-29,5386.15768943,8054.259510441,16975912.723162,1000.03505359,375.466776556,258610.2001502,25078.29222321,742815.8815584,764.0,4934939,7.049944619672774,25049553.589053605,37458169.04374511
Midlands,high_meat,72,2022-04-01,20-29,meat <50_male_20-29,5842.741220846,8781.104480255,17395332.484899,1087.363454556,407.855634625,277013.1676815,26935.57725525,749009.4254059,131.0,4934939,44.60107802172519,158474591.54744723,238172784.52773505
Midlands,high_meat,72,2022-04-01,30-39,meat 100+_female_30-39,10421.548409817,21112.200345029,22088092.34693,2165.169892297,764.294561514,394707.2268858,43952.59149038,963719.351362,778.0,4934939,13.39530643935347,47595614.51845194,96420235.24179678
Midlands,high_meat,72,2022-04-01,30-39,meat 100+_male_30-39,11178.862348943,22645.744469674,23344169.1093,2327.435899816,836.297882429,417294.5653328,46534.86610683,1020447.9221411,260.0,4934939,42.995624419011534,152770164.31780732,309476402.4944175
Midlands,high_meat,72,2022-04-01,30-39,meat <50_female_30-39,5489.000437973,8029.116429526,17506085.028828,1010.241531789,374.895624127,259545.3969077,25799.86944614,761775.1711725,1483.0,4934939,3.7012814821126097,13151230.801959831,19237157.01860971
Midlands,high_meat,72,2022-04-01,30-39,meat <50_male_30-39,5923.054206147,8586.602547979,18760173.884984,1076.925132086,401.91142913,276550.6400937,27601.16384792,818591.9673994,370.0,4934939,16.008254611208105,56879827.202002116,82458213.64836508
Midlands,high_meat,72,2022-04-01,40-49,meat 100+_female_40-49,11242.124224869,23997.330527419,21672363.2331,2393.374592696,814.624172547,419277.1377179,45377.50285845,938614.0902881,1935.0,4934939,5.809883320345736,20643422.24377704,44065251.09419557
Midlands,high_meat,72,2022-04-01,40-49,meat 100+_male_40-49,11493.864090238,24185.439015419,21888216.90015,2441.364133066,840.706541986,426420.5366705,46705.03078248,932619.2650626,616.0,4934939,18.65887027636039,66297878.368381195,139504285.20309293
Midlands,high_meat,72,2022-04-01,40-49,meat <50_female_40-49,5604.987137323,8371.516717811,17389599.271018,1050.075268647,382.423533526,264795.4058172,26272.91677703,756594.7246735,2093.0,4934939,2.6779680541438124,9515238.473626856,14211803.881849881
Midlands,high_meat,72,2022-04-01,40-49,meat <50_male_40-49,5898.524814835,8674.020430288,17926287.470579,1080.246619904,393.784828899,274409.1620408,27479.99024483,772622.978487,448.0,4934939,13.16635003311384,46782096.67156664,68794974.17393309
Midlands,high_meat,72,2022-04-01,50-59,meat 100+_female_50-59,11574.401589788,24934.026384375,21957748.79625,2485.821003823,827.111165117,424997.3254504,46340.11022442,960196.9119566,1753.0,4934939,6.6026249799132914,23460157.09133879,50538783.48346973
Midlands,high_meat,72,2022-04-01,50-59,meat 100+_male_50-59,11678.040095756,24765.493737843,22196915.9694,2493.825428728,845.726470224,424304.5883251,47281.6909799,948052.3525954,591.0,4934939,19.759797116338408,70209643.26348428,148892833.58514178
Midlands,high_meat,72,2022-04-01,50-59,meat <50_female_50-59,5743.81054721,8589.148020467,17812886.235386,1089.556732367,390.634887094,265987.4302747,27165.03069295,789643.1718661,1698.0,4934939,3.382691723916372,12019231.66559914,17973252.951084975
Midlands,high_meat,72,2022-04-01,50-59,meat <50_male_50-59,5932.798636723,8887.673871456,17753366.154011,1115.071943874,403.593661543,280050.005136,27831.50148846,772424.4996164,410.0,4934939,14.47024057737317,51415023.28655619,77022664.52053909
Midlands,high_meat,72,2022-04-01,60-69,meat 100+_female_60-69,11520.473391645,24780.218875941,22267712.39392,2482.433462121,825.564782097,418759.1540763,46208.57629087,967902.3117247,843.0,4934939,13.666041982971532,48557580.16133056,104446008.73402198
Midlands,high_meat,72,2022-04-01,60-69,meat 100+_male_60-69,11450.175664626,24237.669950228,22420088.34903,2483.418445581,836.508023034,419968.938759,46820.10154528,963566.5072567,543.0,4934939,21.086879677027625,74924974.73265915,158600781.48929265
Midlands,high_meat,72,2022-04-01,60-69,meat <50_female_60-69,5861.660341356,8773.431483816,18049559.35338,1135.358131228,397.27727146,274485.89453,27929.01125211,803482.1626348,1047.0,4934939,5.598529456882521,19892448.978781227,29773993.71459813
Midlands,high_meat,72,2022-04-01,60-69,meat <50_male_60-69,5921.724590471,9083.406080365,17674902.74035,1126.481213163,406.294094112,275390.0345431,27691.49666903,794376.8012882,364.0,4934939,16.268474149645606,57804427.83713611,88666921.81746669
Midlands,high_meat,72,2022-04-01,70-79,meat 100+_female_70-79,11990.853394399,26031.131035218,22709031.90567,2635.513953897,858.69091702,432051.8215774,47783.48446735,980562.3297263,274.0,4934939,43.762238665689786,155494064.38940674,337564494.5513195
Midlands,high_meat,72,2022-04-01,70-79,meat 100+_male_70-79,12263.987428482,26714.11593829,22944250.12484,2670.517895181,888.626578572,446023.654708,48459.35504749,982878.9450576,168.0,4934939,72.99992516953571,259380127.95568085,564996568.2616669
Midlands,high_meat,72,2022-04-01,70-79,meat <50_female_70-79,5836.04136184,8743.882449843,18143595.88405,1137.671005785,397.391549699,273304.9905213,27648.63836729,809873.8491242,381.0,4934939,15.317693863097112,54426157.081242196,81544302.0720865
Midlands,high_meat,72,2022-04-01,70-79,meat <50_male_70-79,6126.166528464,9377.144449959,18417879.232569,1192.354242117,414.881529855,291467.5388466,28641.06153772,816378.9792448,143.0,4934939,42.84032537387413,152218362.57135913,232996208.49937117
Midlands,none,3,2022-04-01,,,,,,,,,,,,4934939,,,
